"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25"
"X23",0.00350631136044881,0.00490883590462833,0.00748013090229079,0.19588592800374,0.00748013090229079,0.0212716222533894,0.0500233754090697,0.0037400654511454,0.00794763908368396,0.0247779336138382,0.266947171575503,0.0271154745208041,0.017531556802244,0.00818139317438055,0.083216456287985,0.0783076203833567,0.0156615240766713,0.0568022440392707,0.0151940158952782,0.00397381954184198,0.0306217858812529,0.0196353436185133,0.0018700327255727,0.021505376344086,0.0264142122487144
"X24",0.00476514635806671,0.00816882232811436,0.0156569094622192,0.010211027910143,0.479237576582709,0.0367597004765146,0.0279101429543907,0.011572498298162,0.010211027910143,0.00748808713410483,0.0142954390742001,0.0646698434309054,0.0136147038801906,0.00612661674608577,0.00136147038801906,0.010211027910143,0.0068073519400953,0.105513955071477,0.0129339686861811,0.0108917631041525,0.0857726344452008,0.0108917631041525,0.00816882232811436,0.0183798502382573,0.0183798502382573
"X25",0.00299721687004924,0.0417469492614001,0.00235495611218155,0.0584457289659602,0.00128452151573539,0.0261186041532862,0.0453864268893171,0.00385356454720617,0.0137015628345108,0.0381074716334832,0.281738385784629,0.0139156497538,0.00706486833654464,0.00363947762791693,0.170199100834939,0.0550203382573325,0.00192678227360308,0.0815671162491972,0.0156283451081139,0.0124170413187754,0.0402483408263755,0.0137015628345108,0.00856347677156926,0.00792121601370156,0.0524512952258617
"X26",0.00228907782864617,0.00457815565729235,0.00752125572269457,0.0026160889470242,0.00163505559189012,0.0120994113799869,0.141922825376063,0.488554610856769,0.00163505559189012,0.00588620013080445,0.00850228907782865,0.0421844342707652,0.00359712230215827,0.00359712230215827,0.0013080444735121,0.00228907782864617,0.00555918901242642,0.0336821451929366,0.0117724002616089,0.00359712230215827,0.165467625899281,0.00555918901242642,0.0176586003924133,0.0091563113145847,0.0173315892740353
"X27",0.00894225855901891,0.00408788962698007,0.00357690342360756,0.0028104241185488,0.00204394481349004,0.00178845171180378,0.0232498722534492,0.00383239652529382,0.0168625447112928,0.00510986203372509,0.00996423096576392,0.133367399080225,0.0217169136433316,0.00229943791517629,0.00408788962698007,0.00255493101686254,0.00357690342360756,0.0705160960654062,0.0127746550843127,0.272100153295861,0.240163515585079,0.00485436893203883,0.137199795605519,0.0107307102708227,0.00178845171180378
"X28",0.011304347826087,0.0156521739130435,0.00608695652173913,0.0252173913043478,0.554782608695652,0.00521739130434783,0.0104347826086957,0.0391304347826087,0.00260869565217391,0.0104347826086957,0.00869565217391304,0.0373913043478261,0.0208695652173913,0.00782608695652174,0.0130434782608696,0.00869565217391304,0.00956521739130435,0.116521739130435,0.00434782608695652,0.00695652173913044,0.0347826086956522,0.0234782608695652,0.00521739130434783,0.011304347826087,0.0104347826086957
"X29",0.00606926097822206,0.114244912531239,0.00223134594787576,0.0260621206711889,0.00267761513745091,0.00321313816494109,0.0297215280257051,0.00731881470903249,0.0220456979650125,0.175740806854695,0.238397001071046,0.00473045340949661,0.005890753302392,0.0131203141735095,0.0861299535880043,0.0223134594787576,0.00481970724741164,0.055962156372724,0.00544448411281685,0.00107104605498036,0.0921099607283113,0.0184755444484113,0.00249910746162085,0.00232059978579079,0.0573902177793645
"X30",0.0025062656641604,0.00668337510442774,0.0112781954887218,0.0108604845446951,0.00334168755221387,0.0781119465329992,0.0889724310776942,0.0192147034252297,0.0075187969924812,0.012531328320802,0.00292397660818713,0.0534670008354219,0.00543024227234754,0.00167084377610693,0.00793650793650794,0.00208855472013367,0.0075187969924812,0.0852130325814536,0.056390977443609,0.0480367585630743,0.139515455304929,0.00793650793650794,0.331662489557226,0.0075187969924812,0.00167084377610693
"X31",0.0103359173126615,0.0155038759689922,0.020671834625323,0.041343669250646,0.020671834625323,0.0439276485788114,0.0103359173126615,0.0258397932816537,0.0516795865633075,0.00516795865633075,0.0361757105943152,0.0103359173126615,0.00775193798449612,0.0103359173126615,0.0516795865633075,0.0439276485788114,0.0361757105943152,0.116279069767442,0.162790697674419,0.0387596899224806,0.0155038759689922,0.0129198966408269,0.191214470284238,0.0103359173126615,0.0103359173126615
"X32",0.00478842959054041,0.0893188703215088,0.00254079937457246,0.0525750024430763,0.00508159874914492,0.0391869442001368,0.0359620834554871,0.00302941463891332,0.0657676145802795,0.0079155672823219,0.261995504739568,0.022769471318284,0.00889279781100362,0.00596110622495847,0.151177562787061,0.029023746701847,0.0355711912440145,0.0313690999706831,0.0079155672823219,0.00166129189875892,0.104954558780416,0.00801329033519007,0.000879507475813544,0.00312713769178149,0.020521841102316
